98364	e.g.
91737	i.e.
26574	p.m.
16871	a.m.
7166	a.k.a.
1134	E.g.
1074	S.p.
683	B.o.
588	k.m.
587	n.d.
391	l.c.
368	a.k.
365	q.v.
344	T.u.
339	k.d.
330	h.p.
325	c.f.
325	a.s.
323	p.a.
313	a.o.
251	I.e.
230	m.a.s.l.
226	a.d.
206	j.g.
193	N.p.
187	s.v.
184	o.o.
179	d.o.o.
161	i.i.d.
161	a.s.l.
157	m.p.h.
157	d.d.
142	e.p.
133	S.r.l.
132	k.u.k.
122	L.f.
119	k.k.
113	d.b.h.
110	m.p.
106	s.a.
105	i.a.
104	s.r.o.
104	h.c.
103	a.a.p.
100	r.p.m.
97	s.s.
97	i.v.
96	s.l.
93	a.i.
88	z.b.
81	d.c.
79	f.e.
79	b.c.
78	c.i.
77	e.t.c.
76	w.e.f.
75	e.a.
73	I.i.
70	w.r.t.
68	II.i.
67	e.t.
67	c.c.
65	h.m.p.
64	a.c.
61	i.p.
60	s.r.l.
59	f.o.b.
58	n.p.
58	IV.i.
58	III.i.
58	c.a.
57	s.c.
56	r.a.
53	t.v.
53	b.p.
53	a.e.t.
50	s.t.
50	p.s.
47	d.b.a.
46	s.n.
46	n.s.
46	a.e.
45	e.e.
44	n.b.
43	f.c.
41	s.d.
39	Ph.d.
38	r.e.
37	v.s.
37	T.s.
37	o.s.
37	K.u.
37	f.p.
35	g.o.d.
35	f.y.e.
34	p.o.
34	D.s.
34	c.g.
32	s.p.
32	s.f.
32	p.m.a.
32	m.b.
30	e.l.f.
30	d.y.
29	G.m.b.
28	w.e.
28	v.d.
28	p.p.
28	m.y.
27	V.i.
26	p.l.c.
26	l.b.w.
26	A.i.
25	y.o.
25	Sq.m.
25	i.i.
24	u.a.
22	u.s.
22	s.p.a.
22	d.b.s.
21	P.h.
21	n.o.
21	n.i.e.
21	d.o.
21	A.t.
20	v.v.
20	f.i.
20	b.l.o.w.
19	S.r.
19	r.h.s.
19	m.o.v.
19	i.d.
19	a.u.
18	p.c.
18	m.c.
18	k.u.
18	c.m.
18	c.i.d.
18	c.e.
18	b.v.
18	a.a.
17	p.s.i.
17	n.a.
16	s.r.
16	J.i.
16	e.i.
16	A.s.
16	A.m.
15	S.a.
15	o.d.
15	m.s.l.
15	i.h.p.
15	d.b.
15	c.q.
15	C.f.
15	c.d.
15	a.s.o.
14	r.o.
14	p.v.
14	P.s.
14	o.k.
14	I.s.
14	e.v.
14	d.s.p.
13	w.f.a.
13	S.a.r.l.
13	n.v.
13	m.o.
13	m.a.s.
13	m.a.
13	i.c.
13	e.m.f.
13	Dr.h.c.
13	c.r.h.
12	w.r.
12	U.s.
12	S.p.a.
12	s.a.l.
12	O.s.
12	m.y.a.
12	M.f.
12	d.p.
12	d.e.
12	d.a.
12	a.p.
12	A.k.a.
11	z.o.o.
11	x.x.
11	t.u.
11	S.u.
11	s.j.
11	r.p.
11	M.o.
11	i.t.
11	i.m.
11	c.v.
11	c.r.
11	C.p.
11	b.h.p.
11	A.d.
10	V.s.
10	p.e.
10	m.v.
10	m.p.g.
10	l.h.s.
10	l.e.i.
10	K.u.k.
10	k.o.
10	K.k.
10	K.e.
10	G.e.e.
10	C.a.
10	b.s.
10	A.i.d.
9	W.y.
9	W.s.
9	S.c.
9	r.l.
9	q.e.
9	p.w.
9	P.r.
9	P.f.
9	o.t.
9	l.p.
9	l.g.
9	e.s.t.
9	d.u.
9	C.s.
9	c.m.o.
9	B.s.
9	b.g.
8	x.y.
8	w.c.
8	v.i.
8	v.g.
8	s.o.
8	S.l.
8	S.à.r.l.
8	R.o.
8	p.p.m.
8	o.p.
8	o.b.
8	o.a.
8	n.m.
8	M.s.
8	m.o.v.e.
8	m.n.
8	i.t.a.
8	i.n.
8	h.s.
8	E.t.
8	d.o.b.
8	d.f.
8	c.p.
8	c.i.f.
8	b.w.
8	A.v.
7	Z.z.
7	v.v.a.a.
7	T.o.
7	T.g.
7	Q.f.
7	p.o.g.g.
7	P.n.
7	P.m.
7	P.i.
7	n.n.
7	n.e.
7	m.u.
7	m.s.n.m.
7	m.m.
7	I.a.
7	G.a.s.
7	f.k.a.
7	f.f.r.r.
7	E.h.
7	D.e.s.t.i.t.u.t.i.o.
6	t.i.d.
6	T.b.
6	s.w.
6	S.s.
6	SP.a.
6	s.o.b.
6	S.o.
6	s.e.
6	s.a.s.
6	R.s.
6	r.f.
6	p.r.
6	p.a.w.n.
6	n.r.
6	N.b.
6	m.g.
6	MA.i.
6	L.a.
6	k.a.
6	I.v.
6	i.p.s.
6	i.g.
6	h.m.
6	G.a.
6	F.o.
6	D.x.
6	d.v.p.
6	d.j.
6	c.u.p.
6	c.c.c.
6	a.r.s.
6	A.o.
6	a.b.c.
6	a.b.
6	AA.i.
5	W.o.
5	v.p.
5	u.a.n.
5	T.c.
5	S.v.
5	S.n.c.
5	s.a.w.
5	s.a.r.l.
5	r.t.
5	R.i.
5	r.d.f.
5	r.c.
5	P.u.
5	p.n.
5	p.l.
5	p.i.
5	p.f.
5	P.d.
5	P.c.
5	n.y.d.c.
5	n.t.
5	m.w.
5	m.s.
5	M.d.
5	L.l.
5	J.s.
5	j.s.
5	j.n.d.
5	i.s.r.
5	I.o.
5	i.l.
5	i.c.w.
5	H.o.
5	h.h.
5	h.a.n.d.
5	G.s.
5	F.v.
5	f.g.
5	e.s.l.
5	e.h.
5	E.c.
5	d.h.
5	c.u.
5	c.s.
5	C.h.u.n.k.
5	C.c.
5	b.b.
5	B.a.
5	a.t.b.
5	a.r.
5	a.h.
5	A.a.
4	w.o.
4	w.l.o.g.
4	V.x.
4	v.d.c.
4	V.d.
4	u.p.
4	u.d.
4	t.o.
4	T.f.
4	Sp.z.o.o.
4	š.p.
4	Sh.p.k.
4	r.n.
4	r.m.s.
4	q.e.d.
4	q.d.
4	P.p.
4	p.o.v.
4	p.k.
4	p.d.e.
4	Pa.s.
4	m.d.
4	L.t.
4	L.n.
4	K.x.
4	K.d.
4	j.s.c.
4	IV.v.
4	I.k.
4	i.a.w.
4	H.f.
4	H.c.
4	G.r.
4	F.y.e.
4	f.p.s.
4	F.d.
4	e.x.
4	E.s.
4	d.i.y.
4	DhA.i.
4	C.o.
4	b.y.
4	b.u.
4	b.r.
4	b.i.d.
4	b.f.
4	B.e.
4	A.x.
4	a.u.c.
4	A.u.
4	a.t.
4	a.m.u.
4	A.k.
4	A.g.
4	A.f.
4	a.a.s.
3	Z.o.o.
3	y.p.g.
3	y.b.p.
3	y.a.
3	x.v.
3	WAV.s.
3	v.o.s.
3	VI.i.
3	u.v.a.
3	U.i.
3	t.q.
3	T.p.
3	t.c.
3	T.b.r.
3	T.b.g.
3	s.y.
3	s.s.d.
3	s.p.r.l.
3	s.p.a.m.
3	S.n.
3	s.m.
3	s.l.m.
3	s.i.c.
3	S.c.a.r.l.
3	S.á.r.l.
3	S.à.r.
3	SA.i.
3	s.a.e.
3	r.y.
3	r.m.
3	r.g.
3	p.u.
3	p.s.m.
3	p.r.n.
3	p.q.
3	p.p.s.
3	p.p.a.v.
3	p.d.u.
3	p.d.f.
3	p.d.
3	o.g.
3	O.d.
3	No.l.
3	n.c.
3	m.ü.
3	M.p.
3	M.o.v.
3	m.o.e.
3	m.l.d.
3	M.i.
3	M.c.
3	M.a.d.
3	L.s.d.
3	l.p.h.
3	l.o.
3	L.c.
3	l.a.
3	K.v.
3	k.r.
3	k.p.h.
3	j.v.
3	j.n.o.v.
3	i.w.
3	i.s.
3	G.u.
3	G.o.d.
3	G.o.
3	g.o.
3	f.t.d.
3	e.r.a.
3	e.q.
3	e.o.
3	E.d.
3	d.p.c.
3	D.j.
3	d.i.
3	D.d.
3	D.c.
3	c.s.v.
3	c.o.
3	Cn.f.
3	C.n.
3	c.n.
3	c.l.
3	c.e.p.
3	c.d.f.
3	b.p.m.
3	B.l.o.w.
3	b.h.
3	b.c.e.
3	B.c.
3	b.a.n.g.
3	b.a.
3	a.x.
3	a.s.h.
3	a.m.s.l.
2	z.p.f.
2	z.p.
2	Z.i.
2	x.x.x.x.x.
2	XLIII.c.
2	w.w.
2	W.t.
2	w.o.w.
2	w.m.
2	w.a.m.s.
2	V.v.
2	v.l.
2	v.f.q.p.r.d.
2	v.c.
2	v.b.
2	u.v.
2	U.o.
2	u.n.p.o.c.
2	U.k.
2	u.k.
2	t.i.
2	t.d.
2	t.c.w.
2	t.b.c.
2	t.a.g.
2	t.a.
2	s.s.o.
2	s.q.
2	S.m.
2	Sh.p.
2	s.g.
2	S.c.p.
2	s.a.w.s.
2	S.a.s.
2	r.v.
2	RTÉ.i.e.
2	R.t.
2	r.p.f.
2	r.o.n.
2	r.m.i.
2	r.l.t.r.
2	R.k.
2	r.e.m.
2	R.d.
2	Q.m.
2	q.l.
2	Q.i.d.
2	p.t.
2	p.s.o.
2	p.p.t.
2	P.l.
2	p.k.a.
2	p.i.m.p.
2	P.g.
2	p.g.
2	p.e.p.
2	o.p.s.
2	o.o.i.
2	o.m.i.
2	N.y.d.c.
2	n.o.v.
2	N.k.
2	n.g.
2	n.e.c.
2	M.v.
2	m.n.m.
2	M.n.
2	m.l.
2	m.e.
2	M.b.
2	m.a.x.
2	L.v.
2	L.s.
2	L.o.v.e.
2	l.k.
2	L.i.f.e.
2	L.i.f.
2	L.e.i.
2	l.e.
2	L.b.
2	k.w.
2	k.t.p.
2	k.t.l.
2	k.p.
2	K.o.
2	K.m.
2	K.l.a.s.
2	k.i.a.
2	k.b.
2	K.a.
2	j.p.
2	j.j.
2	j.f.
2	J.b.
2	i.u.
2	i.p.m.
2	i.o.
2	II.v.
2	i.f.
2	i.c.u.
2	I.b.
2	H.s.
2	h.r.
2	h.f.
2	g.v.w.
2	g.u.
2	Gr.z.b.
2	g.r.
2	G.m.
2	G.f.
2	G.e.m.a.
2	G.e.
2	f.s.
2	F.p.
2	f.m.
2	F.l.
2	F.k.
2	f.i.s.
2	f.f.
2	F.e.
2	e.p.i.c.
2	e.m.
2	eLi.j.
2	E.l.f.
2	e.l.
2	e.h.t.
2	D.r.u.g.
2	Dr.k.
2	D.o.
2	d.m.
2	d.l.l.
2	d.i.g.
2	d.g.k.
2	d.e.p.
2	d.c.c.e.
2	D.b.s.
2	d.ä.
2	D.a.
2	C.y.
2	c.w.
2	c.t.a.
2	Co.v.
2	C.k.
2	c.k.
2	C.j.
2	c.i.e.
2	c.c.q.
2	C.b.
2	c.a.v.
2	b.s.c.
2	b.o.
2	b.m.e.p.
2	b.m.
2	B.l.
2	b.l.
2	b.k.a.
2	b.d.
2	a.s.f.
2	a.s.b.l.
2	a.s.a.
2	a.q.
2	A.p.
2	a.m.s.
2	A.l.
2	a.j.
2	a.b.v.
