9070	С.
4056	б.
3961	к.
3383	К.
2380	И.
2340	А.
2334	һ.б.
1957	М.
1853	Т.
1707	Н.
1399	Г.
1345	һ.
1330	В.
1246	Л.
945	Х.
924	Ф.
666	Р.
516	П.
368	Б.
352	Д.
337	м.
305	Ё.
248	Е.
246	б.э.к.
241	Ш.
237	Ц.
229	З.
204	с.
202	Ә.
197	В.И.
182	Ю.
164	О.
153	г.
141	Э.
126	А.А.
112	А.С.
103	А.И.
101	В.А.
88	М.В.
87	А.В.
84	И.И.
82	У.
82	т.
82	А.Н.
80	В.В.
79	Н.И.
75	Ч.
66	А.М.
62	ш.
59	Н.В.
58	Н.А.
55	И.В.
55	И.А.
54	Ж.
53	К.А.
52	Н.Н.
51	П.И.
51	В.М.
51	в.
50	Н.Г.
50	Җ.
50	б.э.
49	С.М.
49	Р.Г.
48	М.И.
48	А.Ф.
46	Һ.
46	М.М.
45	д.
44	А.Г.
43	А.П.
41	И.С.
41	В.П.
40	В.Г.
39	Ф.Г.
39	М.А.
37	В.Н.
35	С.В.
34	С.П.
34	Г.А.
34	в.м.
33	Г.С.
32	Й.
31	М.Ю.
30	С.С.
30	а.б.
29	К.С.
29	Г.М.
29	б.ч.к.
28	М.Г.
28	Л.Н.
28	к.с.
27	Д.М.
26	в.б.
25	н.
25	И.Ф.
24	р.
24	П.П.
23	Н.М.
23	Л.М.
23	Д.И.
23	Г.Ф.
23	В.С.
23	А.Х.
22	Ф.И.
22	Р.М.
22	П.В.
22	Н.Ф.
22	Н.К.
22	М.С.
22	М.П.
22	И.М.
22	Б.э.к.
22	А.К.
21	С.Н.
21	С.А.
21	М.Х.
21	л.
20	ы.
20	һ.б.ш.
20	Р.Н.
20	П.А.
20	Н.П.
20	М.Ф.
20	И.Н.
20	Е.А.
20	Г.Г.
19	С.Г.
19	Н.С.
19	Л.И.
19	Е.П.
19	Г.И.
19	а.х.
19	А.Е.
18	И.П.
18	Е.И.
18	В.К.
17	Ф.Ш.
17	Ф.М.
17	П.С.
17	В.Е.
16	Т.А.
16	П.М.
16	М.К.
16	И.Л.
16	И.Е.
16	е.
16	Г.К.
16	В.Ф.
16	В.Д.
16	А.Л.
15	Р.С.
15	й.
15	Е.В.
15	Г.Р.
14	Ю.А.
14	Х.Х.
14	Д.С.
14	Г.В.
14	А.Д.
13	Л.А.
13	Д.Г.
13	Б.А.
12	Ф.С.
12	С.И.
12	Р.Р.
12	Р.И.
12	Р.Ә.
12	Р.А.
12	Н.Э.
12	Н.Е.
12	М.Н.
12	Л.В.
12	К.П.
12	К.Г.
12	З.Г.
12	Д.Н.
12	Д.А.
11	Ф.Ә.
11	С.Х.
11	Р.Х.
11	Р.К.
11	М.Ш.
11	К.Ф.
11	К.К.
11	К.Е.
11	К.В.
11	И.К.
11	и.
11	Е.Г.
11	Г.Х.
11	Б.ч.к.
11	Б.И.
11	а.
10	э.
10	һ.б.н.
10	Ф.А.
10	Н.Д.
10	М.Е.
10	М.Б.
10	и.э.
10	Б.М.
9	Т.п.
9	с.г.в.
9	П.Н.
9	П.Г.
9	Н.Х.
9	М.З.
9	И.Г.
9	И.Ә.
9	Е.С.
9	Б.Н.
8	Ю.И.
8	ф.
8	Т.М.
8	Т.К.
8	Т.В.
8	С.Т.
8	Р.В.
8	М.Л.
8	ж.д.
8	Г.П.
8	В.Л.
8	Б.П.
8	Б.В.
8	Ә.Г.
8	А.О.
7	Ю.В.
7	Э.А.
7	ш.и.
7	Ф.Э.
7	Ф.Ф.
7	Ф.Н.
7	С.Ю.
7	С.Ф.
7	С.Е.
7	П.Е.
7	О.И.
7	О.А.
7	М.Ә.
7	И.О.
7	И.З.
7	д.и.н.
7	Д.Д.
7	Д.Б.
7	Г.Н.
7	Ә.Н.
7	А.Ю.
7	А.Б.
6	Х.Г.
6	Ф.Р.
6	т.к.
6	Р.З.
6	Р.Б.
6	п.
6	Н.Б.
6	Л.Г.
6	К.Л.
6	И.Х.
6	И.Р.
6	З.С.
6	З.М.
6	З.А.
6	ж.
6	Е.Н.
6	Е.М.
6	Д.В.
6	В.Б.
6	Б.э.
6	А.Р.
5	Ю.Н.
5	Ю.З.
5	ц.
5	Х.М.
5	Ф.Е.
5	С.Р.
5	С.К.
5	Р.Ш.
5	Р.П.
5	П.Т.
5	П.К.
5	О.С.
5	О.Н.
5	м.ф.д.
5	Л.Ф.
5	К.Э.
5	К.И.
5	И.Д.
5	Д.К.
5	Г.Ш.
5	Г.З.
5	В.Р.
5	Б.Л.
5	Ә.М.
5	Ә.З.
5	ә.
5	А.Ш.
4	я.
4	Ю.М.
4	Ю.К.
4	Ю.Б.
4	Э.М.
4	Ш.Х.
4	ш.т.б.
4	Ш.Н.
4	Ш.М.
4	Ш.З.
4	ч.
4	Һ.б.
4	Х.Ф.
4	Х.А.
4	Ф.Х.
4	Т.Х.
4	Т.И.
4	Р.Ф.
4	Р.Т.
4	П.Ф.
4	П.Д.
4	П.а.
4	О.В.
4	Л.Р.
4	Л.П.
4	Л.Л.
4	Л.Д.
4	К.М.
4	К.З.
4	К.А.Л.К.А.Н.
4	и.к.
4	И.Б.
4	З.Р.
4	З.И.
4	Д.Т.
4	Г.Д.
4	В.Т.
4	В.О.
4	б.ч.
4	Б.Г.
4	Б.Б.
4	Ә.С.
4	А.Э.
4	А.З.
3	Ю.Ә.
3	Э.Ф.
3	Э.С.
3	Э.И.
3	Ш.Ф.
3	Ш.Р.
3	Ш.Г.
3	Ш.Ә.
3	Х.Ш.
3	Ф.П.
3	Ф.Д.К.
3	т.п.
3	т.б.
3	С.Ш.
3	С.Л.
3	С.Д.
3	С.Б.
3	р.г.
3	П.ф.
3	П.Б.
3	О.М.
3	Н.Ш.
3	Н.Т.
3	Н.З.
3	М.Т.
3	М.Р.
3	М.Д.
3	Л.Ш.
3	Л.С.
3	К.Р.
3	К.Д.
3	Й.И.
3	Й.Г.
3	И.Ю.
3	И.Т.
3	и.М.
3	З.Ш.
3	З.Н.
3	Җ.М.
3	ж.Р.
3	Д.Ш.
3	Д.Х.
3	г.г.
3	Г.Ә.
3	в.в.б.
3	Б.С.
3	Б.З.
3	Б.Д.
3	Ә.Һ.
3	Ә.Х.
3	Ә.Ф.
3	Ә.А.
3	А.Т.
2	Э.Х.
2	Э.Г.
2	Э.В.
2	Ш.К.
2	Ш.И.
2	ч.о.
2	Һ.Н.
2	Х.С.
2	Х.Н.
2	Х.И.
2	х.в.
2	Х.Ә.
2	ф.ф.д.
2	Ф.Т.
2	Ф.З.
2	Ф.Д.
2	Ф.В.
2	Ф.Б.
2	Ү.С.
2	Ү.
2	У.Н.
2	Т.Ф.
2	Т.Т.
2	Т.С.
2	Т.Г.
2	С.Э.
2	С.О.
2	с.г.
2	С.Ә.
2	р.Ш.
2	Р.У.Р.
2	Р.Д.
2	П.Х.
2	П.Й.
2	ө.
2	о.
2	Н.Л.
2	Н.Ә.
2	м.Ш.
2	М.О.
2	Л.Б.
2	К.Ш.
2	К.т.в.к.
2	К.Т.
2	и.я.
2	И.Э.
2	З.Л.
2	з.
2	Җ.С.
2	Җ.К.
2	Җ.Г.
2	ж.У.
2	е.К.
2	Е.Е.
2	Е.Д.
2	Д.Л.
2	Д.Ә.
2	Г.Э.
2	Г.О.
2	Г.Л.
2	Г.Б.
2	В.Ю.
2	В.Э.
2	Б.Э.К.
2	Б.Ф.
2	б.т.
2	Б.Җ.
2	Ә.Б.
2	Ә.Ә.
2	а.М.
2	а.л.
2	А.Ә.
1	Ю.Ю.
1	Ю.С.
1	Ю.Р.
1	Ю.О.
1	Ю.Г.
1	Э.Э.
1	Э.Ш.
1	э.ф.д.
1	Э.Т.
1	Э.П.
1	Э.Н.
1	Э.Л.
1	Э.К.
1	э.к.
1	Э.җ.
1	э.б.
1	Ш.Ш.
1	ш.у.
1	ш.т.п.
1	ш.п.
1	ш.о.
1	Ш.и.
1	Ш.А.
1	Ч.т.
1	Ч.к.
1	ч.к.
1	Һ.М.
1	Һ.К.
1	Һ.В.
1	һ.б.ш.и.
1	Х.Л.
1	Х.К.
1	Х.Б.
1	х.
1	Ф.ф.
1	ф.Ф.
1	Ф.О.
1	Ф.Л.
1	Ф.К.
1	ф.А.
1	У.У.
1	У.Б.
1	т.ч.
1	т.ф.д.
1	т.Ф.
1	Т.с.
1	Т.П.
1	Т.Н.
1	Т.Л.
1	Т.Й.
1	Т.Е.
1	Т.Д.
1	т.д.
1	Т.Б.
1	Т.Ә.
1	С.З.
1	с.г.с.
1	с.а.ү.
1	°С.
1	Р.Ю.
1	Р.Л.
1	Р.Й.
1	Р.Җ.
1	Р.Е.
1	П.Э.
1	П.Р.
1	П.О.
1	П.и.
1	П.В.ң.
1	Ө.
1	О.Ю.
1	О.Э.
1	О.Р.
1	О.П.
1	О.О.
1	О.К.
1	О.Җ.
1	О.Ж.А.
1	Н.Ю.
1	н.э.
1	Н.О.
1	Н.н.
1	М.Э.
1	м.Ф.
1	м.с.
1	м.и.
1	Л.Х.
1	Л.О.
1	л.м.
1	Л.К.
1	л.И.
1	л.З.
1	Л.Е.
1	л.д.
1	К.я.
1	к.ю.ф.
1	К.Ю.
1	К.Х.
1	К.У.
1	К.Н.
1	к.к.
1	К.Й.
1	Й.Н.
1	Й.М.
1	й.й.
1	Й.Ә.
1	И.я.
1	И.Ш.
1	и.с.
1	И.А.С.
1	З.Х.
1	З.З.
1	З.Б.
1	Җ.Ш.
1	Җ.Х.
1	җ.Х.
1	Җ.Ә.
1	җ.
1	ж.Х.
1	Ж.П.
1	ж.П.
1	ж.М.
1	Ж.Л.
1	Ж.Ж.
1	ж.А.
1	Е.Ш.
1	Е.Х.
1	е.Ф.Ф.
1	Е.Ф.
1	е.т.
1	Е.О.
1	Е.Б.
1	Д.Ф.
1	Д.ф.
1	д.Ф.
1	Д.Р.
1	Д.П.
1	д.Б.
1	Ғ.
1	Г.Ю.
1	Г.Т.
1	г.р.
1	г.к.
1	Г.Җ.
1	Г.Е.
1	В.З.
1	В.А.Т.
1	б.э.т.
1	Б.Э.
1	Б.Ш.
1	б.ш.
1	Б.Х.
1	Б.Р.
1	б.о.
1	б.м.
1	Б.К.С.
1	Б.К.
1	б.и.
1	Б.а.
1	Ә.Р.
1	Ә.К.
1	Ә.И.
1	ә.В.
1	А.х.
1	а.с.
1	А.П.Җ.
1	а.к.
1	А.и.
1	А.Ж.
1	а.Г.
1	а.г.
1	а.в.
1	а.А.С.
1	а.А.
